features_used,loss,accuracy
mfcc+chroma+tonnetz+tempogram+spectral_flux,1.2750600576400757,0.6699029207229614
mfcc+chroma+tonnetz+tempogram+onset,1.2151219844818115,0.7029126286506653
mfcc+chroma+tonnetz+tempogram+tempo,1.2617902755737305,0.6679611802101135
mfcc+chroma+tonnetz+rms+spectral_flux,1.2917357683181765,0.6456310749053955
mfcc+chroma+tonnetz+rms+onset,1.244023323059082,0.6592233180999756
mfcc+chroma+tonnetz+rms+tempo,1.2875808477401731,0.6631067991256714
mfcc+chroma+tonnetz+spectral_flux+onset,1.261703610420227,0.6563106775283813
mfcc+chroma+tonnetz+spectral_flux+tempo,1.2842122316360474,0.655339777469635
mfcc+chroma+tonnetz+onset+tempo,1.2591884136199951,0.6650485396385193
mfcc+chroma+tempogram+rms+spectral_flux,1.3121250867843628,0.6650485396385193
mfcc+chroma+tempogram+rms+onset,1.2945504188537598,0.6466019153594971
mfcc+chroma+tempogram+rms+tempo,1.276875615119934,0.6504854559898376
mfcc+chroma+tempogram+spectral_flux+onset,1.247830867767334,0.6640776991844177
mfcc+chroma+tempogram+spectral_flux+tempo,1.3007848262786863,0.6407766938209534
mfcc+chroma+tempogram+onset+tempo,1.3625078201293943,0.6203883290290833
mfcc+chroma+rms+spectral_flux+onset,1.3047568798065186,0.6300970911979675
mfcc+chroma+rms+spectral_flux+tempo,1.3721719980239868,0.6155340075492859
mfcc+chroma+rms+onset+tempo,1.254569411277771,0.6669902801513672
mfcc+chroma+spectral_flux+onset+tempo,1.2610269784927368,0.6485437154769897
mfcc+mel+contrast+tonnetz+tempogram,1.164076328277588,0.7611650228500366
mfcc+mel+contrast+tonnetz+rms,1.1575589179992676,0.7679611444473267
mfcc+mel+contrast+tonnetz+spectral_flux,1.1490718126296997,0.7611650228500366
mfcc+mel+contrast+tonnetz+onset,1.1271353960037231,0.7766990065574646
mfcc+mel+contrast+tonnetz+tempo,1.153549313545227,0.7631068229675293
mfcc+mel+contrast+tempogram+rms,1.192549467086792,0.7300971150398254
mfcc+mel+contrast+tempogram+spectral_flux,1.1681747436523438,0.7427184581756592
mfcc+mel+contrast+tempogram+onset,1.2050237655639648,0.7349514365196228
mfcc+mel+contrast+tempogram+tempo,1.2531810998916626,0.7213592529296875
mfcc+mel+contrast+rms+spectral_flux,1.194075584411621,0.7504854202270508
mfcc+mel+contrast+rms+onset,1.2135825157165527,0.731067955493927
mfcc+mel+contrast+rms+tempo,1.3137935400009155,0.693203866481781
mfcc+mel+contrast+spectral_flux+onset,1.1878626346588137,0.7495145797729492
mfcc+mel+contrast+spectral_flux+tempo,1.2057889699935913,0.7592232823371887
mfcc+mel+contrast+onset+tempo,1.174932837486267,0.7407767176628113
mfcc+mel+tonnetz+tempogram+rms,1.2545784711837769,0.7097087502479553
mfcc+mel+tonnetz+tempogram+spectral_flux,1.2000703811645508,0.7427184581756592
mfcc+mel+tonnetz+tempogram+onset,1.214834213256836,0.7291262149810791
mfcc+mel+tonnetz+tempogram+tempo,1.1797138452529907,0.746601939201355
mfcc+mel+tonnetz+rms+spectral_flux,1.3897759914398191,0.693203866481781
mfcc+mel+tonnetz+rms+onset,1.332484483718872,0.6766990423202515
mfcc+mel+tonnetz+rms+tempo,1.4033979177474976,0.6737864017486572
mfcc+mel+tonnetz+spectral_flux+onset,1.3344725370407104,0.6718446612358093
mfcc+mel+tonnetz+spectral_flux+tempo,1.3277217149734497,0.6873786449432373
mfcc+mel+tonnetz+onset+tempo,1.2594949007034302,0.7339805960655212
mfcc+mel+tempogram+rms+spectral_flux,1.2710556983947754,0.7058252692222595
mfcc+mel+tempogram+rms+onset,1.2870198488235474,0.7058252692222595
mfcc+mel+tempogram+rms+tempo,1.323294758796692,0.6796116232872009
mfcc+mel+tempogram+spectral_flux+onset,1.3043491840362549,0.6883494853973389
mfcc+mel+tempogram+spectral_flux+tempo,1.3031210899353027,0.693203866481781
mfcc+mel+tempogram+onset+tempo,1.234627366065979,0.7223300933837891
mfcc+mel+rms+spectral_flux+onset,1.3415462970733645,0.693203866481781
mfcc+mel+rms+spectral_flux+tempo,1.4258595705032349,0.6766990423202515
mfcc+mel+rms+onset+tempo,1.3311893939971924,0.7067961096763611
mfcc+mel+spectral_flux+onset+tempo,1.3691790103912354,0.693203866481781
mfcc+contrast+tonnetz+tempogram+rms,1.1660748720169067,0.7184466123580933
mfcc+contrast+tonnetz+tempogram+spectral_flux,1.1529690027236938,0.7135922312736511
mfcc+contrast+tonnetz+tempogram+onset,1.2264466285705566,0.6747573018074036
mfcc+contrast+tonnetz+tempogram+tempo,1.1688883304595947,0.6883494853973389
mfcc+contrast+tonnetz+rms+spectral_flux,1.1622031927108765,0.6961165070533752
mfcc+contrast+tonnetz+rms+onset,1.13204026222229,0.693203866481781
mfcc+contrast+tonnetz+rms+tempo,1.137989521026611,0.7135922312736511
mfcc+contrast+tonnetz+spectral_flux+onset,1.1233878135681152,0.6902912855148315
mfcc+contrast+tonnetz+spectral_flux+tempo,1.1421347856521606,0.7058252692222595
mfcc+contrast+tonnetz+onset+tempo,1.1205626726150513,0.7194174528121948
mfcc+contrast+tempogram+rms+spectral_flux,1.2537568807601929,0.6834951639175415
mfcc+contrast+tempogram+rms+onset,1.1997641324996948,0.6990291476249695
mfcc+contrast+tempogram+rms+tempo,1.1966614723205566,0.699999988079071
mfcc+contrast+tempogram+spectral_flux+onset,1.2076305150985718,0.6893203854560852
mfcc+contrast+tempogram+spectral_flux+tempo,1.2780460119247437,0.670873761177063
mfcc+contrast+tempogram+onset+tempo,1.1834479570388794,0.6990291476249695
mfcc+contrast+rms+spectral_flux+onset,1.197286605834961,0.6873786449432373
mfcc+contrast+rms+spectral_flux+tempo,1.2101961374282837,0.6757281422615051
mfcc+contrast+rms+onset+tempo,1.1625187397003174,0.686407744884491
mfcc+contrast+spectral_flux+onset+tempo,1.1744627952575684,0.6805825233459473
mfcc+tonnetz+tempogram+rms+spectral_flux,1.2213008403778076,0.6980582475662231
mfcc+tonnetz+tempogram+rms+onset,1.3212449550628662,0.6572815775871277
mfcc+tonnetz+tempogram+rms+tempo,1.2540565729141235,0.6825242638587952
mfcc+tonnetz+tempogram+spectral_flux+onset,1.2128336429595947,0.6805825233459473
mfcc+tonnetz+tempogram+spectral_flux+tempo,1.2683656215667725,0.6504854559898376
mfcc+tonnetz+tempogram+onset+tempo,1.2273077964782717,0.6699029207229614
mfcc+tonnetz+rms+spectral_flux+onset,1.2829583883285522,0.6203883290290833
mfcc+tonnetz+rms+spectral_flux+tempo,1.300810933113098,0.6368932127952576
mfcc+tonnetz+rms+onset+tempo,1.21707022190094,0.6699029207229614
mfcc+tonnetz+spectral_flux+onset+tempo,1.2693437337875366,0.6320388317108154
mfcc+tempogram+rms+spectral_flux+onset,1.308854579925537,0.6495145559310913
mfcc+tempogram+rms+spectral_flux+tempo,1.352117657661438,0.6252427101135254
mfcc+tempogram+rms+onset+tempo,1.304335594177246,0.6514562964439392
mfcc+tempogram+spectral_flux+onset+tempo,1.2929495573043823,0.6417475938796997
mfcc+rms+spectral_flux+onset+tempo,1.3318058252334597,0.6116504669189453
chroma+mel+contrast+tonnetz+tempogram,1.1540180444717407,0.7407767176628113
chroma+mel+contrast+tonnetz+rms,1.218032956123352,0.7281553149223328
chroma+mel+contrast+tonnetz+spectral_flux,1.2380982637405396,0.7223300933837891
chroma+mel+contrast+tonnetz+onset,1.198416233062744,0.7165048718452454
chroma+mel+contrast+tonnetz+tempo,1.248542547225952,0.7213592529296875
chroma+mel+contrast+tempogram+rms,1.258228778839111,0.7116504907608032
chroma+mel+contrast+tempogram+spectral_flux,1.234341025352478,0.708737850189209
chroma+mel+contrast+tempogram+onset,1.2029589414596558,0.7252427339553833
chroma+mel+contrast+tempogram+tempo,1.207074761390686,0.7262135744094849
chroma+mel+contrast+rms+spectral_flux,1.3408308029174805,0.677669882774353
chroma+mel+contrast+rms+onset,1.272726058959961,0.7077670097351074
chroma+mel+contrast+rms+tempo,1.2919745445251465,0.7126213312149048
chroma+mel+contrast+spectral_flux+onset,1.2959983348846436,0.7165048718452454
chroma+mel+contrast+spectral_flux+tempo,1.2567647695541382,0.7300971150398254
chroma+mel+contrast+onset+tempo,1.257013916969299,0.715533971786499
chroma+mel+tonnetz+tempogram+rms,1.2826114892959597,0.6951456069946289
chroma+mel+tonnetz+tempogram+spectral_flux,1.2881875038146973,0.693203866481781
chroma+mel+tonnetz+tempogram+onset,1.2729285955429075,0.7126213312149048
chroma+mel+tonnetz+tempogram+tempo,1.273855209350586,0.7203883528709412
chroma+mel+tonnetz+rms+spectral_flux,1.4381119012832642,0.6213592290878296
chroma+mel+tonnetz+rms+onset,1.3392112255096436,0.6970874071121216
chroma+mel+tonnetz+rms+tempo,1.479411244392395,0.6135922074317932
chroma+mel+tonnetz+spectral_flux+onset,1.4472888708114624,0.6242718696594238
chroma+mel+tonnetz+spectral_flux+tempo,1.4703433513641355,0.6330097317695618
chroma+mel+tonnetz+onset+tempo,1.3586328029632568,0.6951456069946289
chroma+mel+tempogram+rms+spectral_flux,1.2981964349746704,0.6990291476249695
chroma+mel+tempogram+rms+onset,1.3484041690826416,0.6398058533668518
chroma+mel+tempogram+rms+tempo,1.2639352083206177,0.6970874071121216
chroma+mel+tempogram+spectral_flux+onset,1.3448981046676636,0.6592233180999756
chroma+mel+tempogram+spectral_flux+tempo,1.2728300094604492,0.699999988079071
chroma+mel+tempogram+onset+tempo,1.3020046949386597,0.6893203854560852
chroma+mel+rms+spectral_flux+onset,1.38631272315979,0.6893203854560852
chroma+mel+rms+spectral_flux+tempo,1.4483647346496582,0.6601941585540771
chroma+mel+rms+onset+tempo,1.404267430305481,0.6902912855148315
chroma+mel+spectral_flux+onset+tempo,1.429192066192627,0.6660194396972656
chroma+contrast+tonnetz+tempogram+rms,1.275297999382019,0.6640776991844177
chroma+contrast+tonnetz+tempogram+spectral_flux,1.2501384019851685,0.6883494853973389
chroma+contrast+tonnetz+tempogram+onset,1.2680598497390747,0.6699029207229614
chroma+contrast+tonnetz+tempogram+tempo,1.2853800058364868,0.6582524180412292
chroma+contrast+tonnetz+rms+spectral_flux,1.3052144050598145,0.6135922074317932
chroma+contrast+tonnetz+rms+onset,1.2748924493789673,0.6184465885162354
chroma+contrast+tonnetz+rms+tempo,1.258866548538208,0.6524271965026855
chroma+contrast+tonnetz+spectral_flux+onset,1.3302161693572998,0.6087378859519958
chroma+contrast+tonnetz+spectral_flux+tempo,1.2996234893798828,0.6320388317108154
chroma+contrast+tonnetz+onset+tempo,1.27647864818573,0.6339805722236633
chroma+contrast+tempogram+rms+spectral_flux,1.245229721069336,0.6844660043716431
chroma+contrast+tempogram+rms+onset,1.2922507524490356,0.6543689370155334
chroma+contrast+tempogram+rms+tempo,1.2847281694412231,0.6504854559898376
chroma+contrast+tempogram+spectral_flux+onset,1.285303831100464,0.6524271965026855
chroma+contrast+tempogram+spectral_flux+tempo,1.276288986206055,0.6611650586128235
chroma+contrast+tempogram+onset+tempo,1.294334053993225,0.6446601748466492
chroma+contrast+rms+spectral_flux+onset,1.3626290559768677,0.5902912616729736
chroma+contrast+rms+spectral_flux+tempo,1.3436092138290403,0.6174757480621338
chroma+contrast+rms+onset+tempo,1.2945493459701538,0.6262136101722717
chroma+contrast+spectral_flux+onset+tempo,1.2980574369430542,0.6242718696594238
chroma+tonnetz+tempogram+rms+spectral_flux,1.3220585584640503,0.6368932127952576
chroma+tonnetz+tempogram+rms+onset,1.3233717679977417,0.6524271965026855
chroma+tonnetz+tempogram+rms+tempo,1.3321561813354492,0.6417475938796997
chroma+tonnetz+tempogram+spectral_flux+onset,1.3003287315368652,0.6427184343338013
chroma+tonnetz+tempogram+spectral_flux+tempo,1.2844759225845337,0.6466019153594971
chroma+tonnetz+tempogram+onset+tempo,1.361170530319214,0.6407766938209534
chroma+tonnetz+rms+spectral_flux+onset,1.500413179397583,0.5300970673561096
chroma+tonnetz+rms+spectral_flux+tempo,1.493444561958313,0.5485436916351318
chroma+tonnetz+rms+onset+tempo,1.456339716911316,0.5631067752838135
chroma+tonnetz+spectral_flux+onset+tempo,1.455390214920044,0.5699028968811035
chroma+tempogram+rms+spectral_flux+onset,1.3923773765563965,0.6145631074905396
chroma+tempogram+rms+spectral_flux+tempo,1.3585575819015503,0.6203883290290833
chroma+tempogram+rms+onset+tempo,1.39633047580719,0.6048543453216553
chroma+tempogram+spectral_flux+onset+tempo,1.353785753250122,0.6233009696006775
chroma+rms+spectral_flux+onset+tempo,1.5299396514892578,0.5271844863891602
mel+contrast+tonnetz+tempogram+rms,1.202397704124451,0.7436892986297607
mel+contrast+tonnetz+tempogram+spectral_flux,1.1874690055847168,0.7368931770324707
mel+contrast+tonnetz+tempogram+onset,1.2135891914367676,0.7368931770324707
mel+contrast+tonnetz+tempogram+tempo,1.163540959358215,0.7553398013114929
mel+contrast+tonnetz+rms+spectral_flux,1.2739135026931765,0.6844660043716431
mel+contrast+tonnetz+rms+onset,1.2132108211517334,0.7300971150398254
mel+contrast+tonnetz+rms+tempo,1.2401851415634155,0.7203883528709412
mel+contrast+tonnetz+spectral_flux+onset,1.2616227865219116,0.6980582475662231
mel+contrast+tonnetz+spectral_flux+tempo,1.217061161994934,0.715533971786499
mel+contrast+tonnetz+onset+tempo,1.2689824104309082,0.7038834691047668
mel+contrast+tempogram+rms+spectral_flux,1.2226896286010742,0.7058252692222595
mel+contrast+tempogram+rms+onset,1.2494884729385376,0.7165048718452454
mel+contrast+tempogram+rms+tempo,1.2307806015014648,0.7184466123580933
mel+contrast+tempogram+spectral_flux+onset,1.2056382894515991,0.7300971150398254
mel+contrast+tempogram+spectral_flux+tempo,1.2228084802627563,0.7281553149223328
mel+contrast+tempogram+onset+tempo,1.224603295326233,0.7097087502479553
mel+contrast+rms+spectral_flux+onset,1.253751516342163,0.7203883528709412
mel+contrast+rms+spectral_flux+tempo,1.298448920249939,0.6951456069946289
mel+contrast+rms+onset+tempo,1.268567681312561,0.708737850189209
mel+contrast+spectral_flux+onset+tempo,1.2931475639343262,0.677669882774353
mel+tonnetz+tempogram+rms+spectral_flux,1.252463698387146,0.7116504907608032
mel+tonnetz+tempogram+rms+onset,1.2803053855895996,0.7029126286506653
mel+tonnetz+tempogram+rms+tempo,1.3030273914337158,0.6961165070533752
mel+tonnetz+tempogram+spectral_flux+onset,1.2511979341506958,0.7097087502479553
mel+tonnetz+tempogram+spectral_flux+tempo,1.2582378387451172,0.6873786449432373
mel+tonnetz+tempogram+onset+tempo,1.2370967864990234,0.7145631313323975
mel+tonnetz+rms+spectral_flux+onset,1.412379026412964,0.6271844506263733
mel+tonnetz+rms+spectral_flux+tempo,1.456811785697937,0.6223300695419312
mel+tonnetz+rms+onset+tempo,1.3768045902252195,0.6815534234046936
mel+tonnetz+spectral_flux+onset+tempo,1.4616153240203855,0.6077669858932495
mel+tempogram+rms+spectral_flux+onset,1.3533625602722168,0.6728155612945557
mel+tempogram+rms+spectral_flux+tempo,1.357919454574585,0.6514562964439392
mel+tempogram+rms+onset+tempo,1.3228942155838013,0.6747573018074036
mel+tempogram+spectral_flux+onset+tempo,1.3875584602355957,0.6291261911392212
mel+rms+spectral_flux+onset+tempo,1.4612613916397097,0.6456310749053955
contrast+tonnetz+tempogram+rms+spectral_flux,1.2205665111541748,0.6902912855148315
contrast+tonnetz+tempogram+rms+onset,1.2247276306152344,0.6640776991844177
contrast+tonnetz+tempogram+rms+tempo,1.247685790061951,0.6699029207229614
contrast+tonnetz+tempogram+spectral_flux+onset,1.2104933261871338,0.6786407828330994
contrast+tonnetz+tempogram+spectral_flux+tempo,1.2255873680114746,0.6825242638587952
contrast+tonnetz+tempogram+onset+tempo,1.263019561767578,0.6543689370155334
contrast+tonnetz+rms+spectral_flux+onset,1.306402325630188,0.5883495211601257
contrast+tonnetz+rms+spectral_flux+tempo,1.311123251914978,0.6029126048088074
contrast+tonnetz+rms+onset+tempo,1.2512552738189695,0.6427184343338013
contrast+tonnetz+spectral_flux+onset+tempo,1.2580208778381348,0.6330097317695618
contrast+tempogram+rms+spectral_flux+onset,1.2963616847991943,0.6660194396972656
contrast+tempogram+rms+spectral_flux+tempo,1.2891327142715454,0.6475728154182434
contrast+tempogram+rms+onset+tempo,1.2866686582565308,0.6466019153594971
contrast+tempogram+spectral_flux+onset+tempo,1.3154354095458984,0.6582524180412292
contrast+rms+spectral_flux+onset+tempo,1.33074688911438,0.5766990184783936
tonnetz+tempogram+rms+spectral_flux+onset,1.3418406248092651,0.6252427101135254
tonnetz+tempogram+rms+spectral_flux+tempo,1.3395155668258667,0.6116504669189453
tonnetz+tempogram+rms+onset+tempo,1.3116317987442017,0.6203883290290833
tonnetz+tempogram+spectral_flux+onset+tempo,1.3450056314468384,0.6300970911979675
tonnetz+rms+spectral_flux+onset+tempo,1.4824844598770142,0.5485436916351318
tempogram+rms+spectral_flux+onset+tempo,1.4094946384429932,0.6000000238418579
mfcc+chroma+mel+contrast+tonnetz+tempogram,1.1775637865066528,0.7524271607398987
mfcc+chroma+mel+contrast+tonnetz+rms,1.185985803604126,0.7631068229675293
mfcc+chroma+mel+contrast+tonnetz+spectral_flux,1.1623718738555908,0.7524271607398987
mfcc+chroma+mel+contrast+tonnetz+onset,1.1895300149917605,0.7417475581169128
mfcc+chroma+mel+contrast+tonnetz+tempo,1.1490885019302368,0.7660194039344788
mfcc+chroma+mel+contrast+tempogram+rms,1.2725985050201416,0.724271833896637
mfcc+chroma+mel+contrast+tempogram+spectral_flux,1.2147971391677856,0.7300971150398254
mfcc+chroma+mel+contrast+tempogram+onset,1.2064250707626345,0.731067955493927
mfcc+chroma+mel+contrast+tempogram+tempo,1.2017240524291992,0.7417475581169128
mfcc+chroma+mel+contrast+rms+spectral_flux,1.2344908714294434,0.7446601986885071
mfcc+chroma+mel+contrast+rms+onset,1.2317683696746826,0.7281553149223328
mfcc+chroma+mel+contrast+rms+tempo,1.2291158437728882,0.7349514365196228
mfcc+chroma+mel+contrast+spectral_flux+onset,1.1788618564605713,0.7407767176628113
mfcc+chroma+mel+contrast+spectral_flux+tempo,1.2300564050674438,0.7330096960067749
mfcc+chroma+mel+contrast+onset+tempo,1.189136028289795,0.7407767176628113
mfcc+chroma+mel+tonnetz+tempogram+rms,1.1962755918502808,0.746601939201355
mfcc+chroma+mel+tonnetz+tempogram+spectral_flux,1.1786061525344849,0.7417475581169128
mfcc+chroma+mel+tonnetz+tempogram+onset,1.1946181058883667,0.7475728392601013
mfcc+chroma+mel+tonnetz+tempogram+tempo,1.2072713375091553,0.7291262149810791
mfcc+chroma+mel+tonnetz+rms+spectral_flux,1.3283419609069824,0.699999988079071
mfcc+chroma+mel+tonnetz+rms+onset,1.302834391593933,0.693203866481781
mfcc+chroma+mel+tonnetz+rms+tempo,1.2981858253479004,0.7252427339553833
mfcc+chroma+mel+tonnetz+spectral_flux+onset,1.2495849132537842,0.7184466123580933
mfcc+chroma+mel+tonnetz+spectral_flux+tempo,1.317346692085266,0.7106795907020569
mfcc+chroma+mel+tonnetz+onset+tempo,1.2138609886169434,0.7514563202857971
mfcc+chroma+mel+tempogram+rms+spectral_flux,1.2206920385360718,0.7368931770324707
mfcc+chroma+mel+tempogram+rms+onset,1.2476379871368408,0.708737850189209
mfcc+chroma+mel+tempogram+rms+tempo,1.2736557722091677,0.7126213312149048
mfcc+chroma+mel+tempogram+spectral_flux+onset,1.2991362810134888,0.7097087502479553
mfcc+chroma+mel+tempogram+spectral_flux+tempo,1.2373836040496826,0.7145631313323975
mfcc+chroma+mel+tempogram+onset+tempo,1.2567058801651,0.7213592529296875
mfcc+chroma+mel+rms+spectral_flux+onset,1.3490437269210815,0.701941728591919
mfcc+chroma+mel+rms+spectral_flux+tempo,1.3428221940994265,0.7038834691047668
mfcc+chroma+mel+rms+onset+tempo,1.316401481628418,0.7194174528121948
mfcc+chroma+mel+spectral_flux+onset+tempo,1.324483036994934,0.7184466123580933
mfcc+chroma+contrast+tonnetz+tempogram+rms,1.1902068853378296,0.7194174528121948
mfcc+chroma+contrast+tonnetz+tempogram+spectral_flux,1.1763601303100586,0.7300971150398254
mfcc+chroma+contrast+tonnetz+tempogram+onset,1.2358314990997314,0.6922330260276794
mfcc+chroma+contrast+tonnetz+tempogram+tempo,1.1837188005447388,0.7009708881378174
mfcc+chroma+contrast+tonnetz+rms+spectral_flux,1.1117074489593506,0.7194174528121948
mfcc+chroma+contrast+tonnetz+rms+onset,1.0957823991775513,0.7203883528709412
mfcc+chroma+contrast+tonnetz+rms+tempo,1.1093549728393557,0.7262135744094849
mfcc+chroma+contrast+tonnetz+spectral_flux+onset,1.0986253023147583,0.7135922312736511
mfcc+chroma+contrast+tonnetz+spectral_flux+tempo,1.1166985034942627,0.7223300933837891
mfcc+chroma+contrast+tonnetz+onset+tempo,1.1083296537399292,0.708737850189209
mfcc+chroma+contrast+tempogram+rms+spectral_flux,1.2210952043533323,0.6961165070533752
mfcc+chroma+contrast+tempogram+rms+onset,1.1841460466384888,0.7038834691047668
mfcc+chroma+contrast+tempogram+rms+tempo,1.227113127708435,0.701941728591919
mfcc+chroma+contrast+tempogram+spectral_flux+onset,1.1935203075408936,0.7203883528709412
mfcc+chroma+contrast+tempogram+spectral_flux+tempo,1.1953778266906738,0.7058252692222595
mfcc+chroma+contrast+tempogram+onset+tempo,1.226012945175171,0.6941747665405273
mfcc+chroma+contrast+rms+spectral_flux+onset,1.0957905054092407,0.7300971150398254
mfcc+chroma+contrast+rms+spectral_flux+tempo,1.1648350954055786,0.699999988079071
mfcc+chroma+contrast+rms+onset+tempo,1.120758056640625,0.7009708881378174
mfcc+chroma+contrast+spectral_flux+onset+tempo,1.125199556350708,0.699999988079071
mfcc+chroma+tonnetz+tempogram+rms+spectral_flux,1.225870132446289,0.6912621259689331
mfcc+chroma+tonnetz+tempogram+rms+onset,1.2459043264389038,0.701941728591919
mfcc+chroma+tonnetz+tempogram+rms+tempo,1.2545522451400757,0.6815534234046936
mfcc+chroma+tonnetz+tempogram+spectral_flux+onset,1.2704744338989258,0.6737864017486572
mfcc+chroma+tonnetz+tempogram+spectral_flux+tempo,1.2230499982833862,0.701941728591919
mfcc+chroma+tonnetz+tempogram+onset+tempo,1.2464256286621094,0.6737864017486572
mfcc+chroma+tonnetz+rms+spectral_flux+onset,1.2283886671066284,0.662135899066925
mfcc+chroma+tonnetz+rms+spectral_flux+tempo,1.260319471359253,0.6747573018074036
mfcc+chroma+tonnetz+rms+onset+tempo,1.2196484804153442,0.6786407828330994
mfcc+chroma+tonnetz+spectral_flux+onset+tempo,1.219434142112732,0.6766990423202515
mfcc+chroma+tempogram+rms+spectral_flux+onset,1.27995502948761,0.6504854559898376
mfcc+chroma+tempogram+rms+spectral_flux+tempo,1.2709407806396484,0.6699029207229614
mfcc+chroma+tempogram+rms+onset+tempo,1.3201134204864502,0.6359223127365112
mfcc+chroma+tempogram+spectral_flux+onset+tempo,1.3120144605636597,0.6582524180412292
mfcc+chroma+rms+spectral_flux+onset+tempo,1.2552947998046875,0.6786407828330994
mfcc+mel+contrast+tonnetz+tempogram+rms,1.1157845258712769,0.7543689608573914
mfcc+mel+contrast+tonnetz+tempogram+spectral_flux,1.1906719207763672,0.7475728392601013
mfcc+mel+contrast+tonnetz+tempogram+onset,1.175065994262695,0.7514563202857971
mfcc+mel+contrast+tonnetz+tempogram+tempo,1.1634293794631958,0.7611650228500366
mfcc+mel+contrast+tonnetz+rms+spectral_flux,1.2127082347869873,0.7407767176628113
mfcc+mel+contrast+tonnetz+rms+onset,1.10759699344635,0.7718446850776672
mfcc+mel+contrast+tonnetz+rms+tempo,1.1569329500198364,0.7504854202270508
mfcc+mel+contrast+tonnetz+spectral_flux+onset,1.167532205581665,0.7417475581169128
mfcc+mel+contrast+tonnetz+spectral_flux+tempo,1.1152688264846802,0.7786407470703125
mfcc+mel+contrast+tonnetz+onset+tempo,1.1747440099716189,0.7504854202270508
mfcc+mel+contrast+tempogram+rms+spectral_flux,1.200222373008728,0.7407767176628113
mfcc+mel+contrast+tempogram+rms+onset,1.1879726648330688,0.7427184581756592
mfcc+mel+contrast+tempogram+rms+tempo,1.1812094449996948,0.7417475581169128
mfcc+mel+contrast+tempogram+spectral_flux+onset,1.1895325183868408,0.7436892986297607
mfcc+mel+contrast+tempogram+spectral_flux+tempo,1.192654013633728,0.7504854202270508
mfcc+mel+contrast+tempogram+onset+tempo,1.1875931024551392,0.737864077091217
mfcc+mel+contrast+rms+spectral_flux+onset,1.2407795190811155,0.7330096960067749
mfcc+mel+contrast+rms+spectral_flux+tempo,1.2459787130355835,0.7281553149223328
mfcc+mel+contrast+rms+onset+tempo,1.217912197113037,0.7271844744682312
mfcc+mel+contrast+spectral_flux+onset+tempo,1.2355527877807615,0.7388349771499634
mfcc+mel+tonnetz+tempogram+rms+spectral_flux,1.2412405014038086,0.7135922312736511
mfcc+mel+tonnetz+tempogram+rms+onset,1.2986818552017212,0.6873786449432373
mfcc+mel+tonnetz+tempogram+rms+tempo,1.2175143957138062,0.7165048718452454
mfcc+mel+tonnetz+tempogram+spectral_flux+onset,1.1942898035049438,0.7349514365196228
mfcc+mel+tonnetz+tempogram+spectral_flux+tempo,1.2217031717300415,0.7339805960655212
mfcc+mel+tonnetz+tempogram+onset+tempo,1.2251179218292236,0.7203883528709412
mfcc+mel+tonnetz+rms+spectral_flux+onset,1.3284342288970947,0.6757281422615051
mfcc+mel+tonnetz+rms+spectral_flux+tempo,1.3289976119995115,0.6980582475662231
mfcc+mel+tonnetz+rms+onset+tempo,1.3153666257858276,0.7009708881378174
mfcc+mel+tonnetz+spectral_flux+onset+tempo,1.2299559116363523,0.724271833896637
mfcc+mel+tempogram+rms+spectral_flux+onset,1.2473914623260498,0.7135922312736511
mfcc+mel+tempogram+rms+spectral_flux+tempo,1.3136850595474243,0.6844660043716431
mfcc+mel+tempogram+rms+onset+tempo,1.299665927886963,0.7029126286506653
mfcc+mel+tempogram+spectral_flux+onset+tempo,1.261512279510498,0.7106795907020569
mfcc+mel+rms+spectral_flux+onset+tempo,1.345455288887024,0.6834951639175415
mfcc+contrast+tonnetz+tempogram+rms+spectral_flux,1.1831709146499634,0.7097087502479553
mfcc+contrast+tonnetz+tempogram+rms+onset,1.1664623022079468,0.7077670097351074
mfcc+contrast+tonnetz+tempogram+rms+tempo,1.1726374626159668,0.7203883528709412
mfcc+contrast+tonnetz+tempogram+spectral_flux+onset,1.1473379135131836,0.7165048718452454
mfcc+contrast+tonnetz+tempogram+spectral_flux+tempo,1.1591300964355469,0.6990291476249695
mfcc+contrast+tonnetz+tempogram+onset+tempo,1.2054941654205322,0.699999988079071
mfcc+contrast+tonnetz+rms+spectral_flux+onset,1.117956280708313,0.708737850189209
mfcc+contrast+tonnetz+rms+spectral_flux+tempo,1.1618460416793823,0.708737850189209
mfcc+contrast+tonnetz+rms+onset+tempo,1.0846892595291138,0.7330096960067749
mfcc+contrast+tonnetz+spectral_flux+onset+tempo,1.1051579713821411,0.7058252692222595
mfcc+contrast+tempogram+rms+spectral_flux+onset,1.2068253755569458,0.6951456069946289
mfcc+contrast+tempogram+rms+spectral_flux+tempo,1.2307255268096924,0.6737864017486572
mfcc+contrast+tempogram+rms+onset+tempo,1.1829440593719482,0.699999988079071
mfcc+contrast+tempogram+spectral_flux+onset+tempo,1.2232931852340698,0.686407744884491
mfcc+contrast+rms+spectral_flux+onset+tempo,1.1480730772018433,0.6990291476249695
mfcc+tonnetz+tempogram+rms+spectral_flux+onset,1.233277440071106,0.6951456069946289
mfcc+tonnetz+tempogram+rms+spectral_flux+tempo,1.312003254890442,0.6669902801513672
mfcc+tonnetz+tempogram+rms+onset+tempo,1.2072402238845823,0.6970874071121216
