features_used,loss,accuracy
mfcc+tonnetz+onset+tempo,1.261393666267395,0.6533980369567871
mfcc+tempogram+rms+spectral_flux,1.328809380531311,0.6300970911979675
mfcc+tempogram+rms+onset,1.3176703453063965,0.6388349533081055
mfcc+tempogram+rms+tempo,1.339016675949097,0.6300970911979675
mfcc+tempogram+spectral_flux+onset,1.3069945573806765,0.6330097317695618
mfcc+tempogram+spectral_flux+tempo,1.2949954271316528,0.6427184343338013
mfcc+tempogram+onset+tempo,1.3279130458831787,0.6233009696006775
mfcc+rms+spectral_flux+onset,1.3640882968902588,0.5747572779655457
mfcc+rms+spectral_flux+tempo,1.4138169288635254,0.5970873832702637
mfcc+rms+onset+tempo,1.3009414672851562,0.6330097317695618
mfcc+spectral_flux+onset+tempo,1.32451593875885,0.6349514722824097
chroma+mel+contrast+tonnetz,1.2251981496810913,0.724271833896637
chroma+mel+contrast+tempogram,1.267727613449097,0.7058252692222595
chroma+mel+contrast+rms,1.2839750051498413,0.7184466123580933
chroma+mel+contrast+spectral_flux,1.3532770872116089,0.6669902801513672
chroma+mel+contrast+onset,1.2292529344558716,0.7262135744094849
chroma+mel+contrast+tempo,1.2527103424072266,0.731067955493927
chroma+mel+tonnetz+tempogram,1.2556545734405518,0.715533971786499
chroma+mel+tonnetz+rms,1.4626505374908447,0.6165048480033875
chroma+mel+tonnetz+spectral_flux,1.462631344795227,0.6398058533668518
chroma+mel+tonnetz+onset,1.37535560131073,0.6572815775871277
chroma+mel+tonnetz+tempo,1.4822851419448853,0.606796145439148
chroma+mel+tempogram+rms,1.3080854415893557,0.6747573018074036
chroma+mel+tempogram+spectral_flux,1.3867343664169312,0.6563106775283813
chroma+mel+tempogram+onset,1.275288701057434,0.6961165070533752
chroma+mel+tempogram+tempo,1.3544741868972778,0.677669882774353
chroma+mel+rms+spectral_flux,1.5132956504821775,0.6126213669776917
chroma+mel+rms+onset,1.4246810674667358,0.6388349533081055
chroma+mel+rms+tempo,1.5113095045089722,0.6097087264060974
chroma+mel+spectral_flux+onset,1.4687353372573853,0.6281553506851196
chroma+mel+spectral_flux+tempo,1.5003397464752195,0.6368932127952576
chroma+mel+onset+tempo,1.4880175590515137,0.6388349533081055
chroma+contrast+tonnetz+tempogram,1.2797842025756836,0.6485437154769897
chroma+contrast+tonnetz+rms,1.320066213607788,0.6223300695419312
chroma+contrast+tonnetz+spectral_flux,1.3180383443832395,0.6155340075492859
chroma+contrast+tonnetz+onset,1.3313781023025513,0.6077669858932495
chroma+contrast+tonnetz+tempo,1.337386131286621,0.6223300695419312
chroma+contrast+tempogram+rms,1.2949882745742798,0.6504854559898376
chroma+contrast+tempogram+spectral_flux,1.26471745967865,0.6592233180999756
chroma+contrast+tempogram+onset,1.302714467048645,0.6446601748466492
chroma+contrast+tempogram+tempo,1.3011102676391602,0.655339777469635
chroma+contrast+rms+spectral_flux,1.4709587097167969,0.5456310510635376
chroma+contrast+rms+onset,1.4216331243515017,0.5553398132324219
chroma+contrast+rms+tempo,1.3312115669250488,0.6116504669189453
chroma+contrast+spectral_flux+onset,1.3427354097366333,0.5922330021858215
chroma+contrast+spectral_flux+tempo,1.3433077335357666,0.6155340075492859
chroma+contrast+onset+tempo,1.3415223360061646,0.6213592290878296
chroma+tonnetz+tempogram+rms,1.3296982049942017,0.6456310749053955
chroma+tonnetz+tempogram+spectral_flux,1.268276572227478,0.6572815775871277
chroma+tonnetz+tempogram+onset,1.3356775045394895,0.6407766938209534
chroma+tonnetz+tempogram+tempo,1.3103554248809814,0.6300970911979675
chroma+tonnetz+rms+spectral_flux,1.590796947479248,0.477669894695282
chroma+tonnetz+rms+onset,1.53190016746521,0.499029129743576
chroma+tonnetz+rms+tempo,1.5143688917160034,0.5388349294662476
chroma+tonnetz+spectral_flux+onset,1.5641772747039795,0.4970873892307281
chroma+tonnetz+spectral_flux+tempo,1.5554641485214231,0.5087378621101379
chroma+tonnetz+onset+tempo,1.5192636251449585,0.544660210609436
chroma+tempogram+rms+spectral_flux,1.3728190660476685,0.6252427101135254
chroma+tempogram+rms+onset,1.3748112916946411,0.6213592290878296
chroma+tempogram+rms+tempo,1.362989068031311,0.6135922074317932
chroma+tempogram+spectral_flux+onset,1.3607988357543943,0.6203883290290833
chroma+tempogram+spectral_flux+tempo,1.378709316253662,0.6097087264060974
chroma+tempogram+onset+tempo,1.3904273509979248,0.6077669858932495
chroma+rms+spectral_flux+onset,1.6153264045715332,0.4805825352668762
chroma+rms+spectral_flux+tempo,1.5731576681137085,0.5242718458175659
chroma+rms+onset+tempo,1.5108624696731567,0.5582524538040161
chroma+spectral_flux+onset+tempo,1.5442403554916382,0.5330097079277039
mel+contrast+tonnetz+tempogram,1.2292057275772097,0.7077670097351074
mel+contrast+tonnetz+rms,1.253415584564209,0.7262135744094849
mel+contrast+tonnetz+spectral_flux,1.2401357889175415,0.7097087502479553
mel+contrast+tonnetz+onset,1.2131091356277466,0.7252427339553833
mel+contrast+tonnetz+tempo,1.2217978239059448,0.7271844744682312
mel+contrast+tempogram+rms,1.2263096570968628,0.7058252692222595
mel+contrast+tempogram+spectral_flux,1.2496399879455566,0.6893203854560852
mel+contrast+tempogram+onset,1.2485501766204834,0.7135922312736511
mel+contrast+tempogram+tempo,1.259292721748352,0.7038834691047668
mel+contrast+rms+spectral_flux,1.296355962753296,0.7067961096763611
mel+contrast+rms+onset,1.2902991771697998,0.6815534234046936
mel+contrast+rms+tempo,1.3448853492736816,0.7038834691047668
mel+contrast+spectral_flux+onset,1.276716947555542,0.7126213312149048
mel+contrast+spectral_flux+tempo,1.307042956352234,0.7097087502479553
mel+contrast+onset+tempo,1.3092314004898071,0.6912621259689331
mel+tonnetz+tempogram+rms,1.2404943704605105,0.724271833896637
mel+tonnetz+tempogram+spectral_flux,1.304694890975952,0.6834951639175415
mel+tonnetz+tempogram+onset,1.289124846458435,0.6951456069946289
mel+tonnetz+tempogram+tempo,1.2838727235794067,0.7106795907020569
mel+tonnetz+rms+spectral_flux,1.4726024866104126,0.6339805722236633
mel+tonnetz+rms+onset,1.3748012781143188,0.6592233180999756
mel+tonnetz+rms+tempo,1.4826784133911133,0.6359223127365112
mel+tonnetz+spectral_flux+onset,1.4056246280670166,0.6533980369567871
mel+tonnetz+spectral_flux+tempo,1.468349575996399,0.6281553506851196
mel+tonnetz+onset+tempo,1.4218155145645142,0.6339805722236633
mel+tempogram+rms+spectral_flux,1.3422560691833496,0.6611650586128235
mel+tempogram+rms+onset,1.3032302856445312,0.6883494853973389
mel+tempogram+rms+tempo,1.3288172483444214,0.6679611802101135
mel+tempogram+spectral_flux+onset,1.3472092151641846,0.6446601748466492
mel+tempogram+spectral_flux+tempo,1.3222461938858032,0.6679611802101135
mel+tempogram+onset+tempo,1.3319339752197266,0.7009708881378174
mel+rms+spectral_flux+onset,1.48865008354187,0.6029126048088074
mel+rms+spectral_flux+tempo,1.5421875715255735,0.6213592290878296
mel+rms+onset+tempo,1.4526959657669067,0.6300970911979675
mel+spectral_flux+onset+tempo,1.4700299501419067,0.6466019153594971
contrast+tonnetz+tempogram+rms,1.257513165473938,0.6728155612945557
contrast+tonnetz+tempogram+spectral_flux,1.2926803827285769,0.6572815775871277
contrast+tonnetz+tempogram+onset,1.260910987854004,0.6601941585540771
contrast+tonnetz+tempogram+tempo,1.261712908744812,0.6495145559310913
contrast+tonnetz+rms+spectral_flux,1.3900320529937744,0.5553398132324219
contrast+tonnetz+rms+onset,1.3184030055999756,0.5864077806472778
contrast+tonnetz+rms+tempo,1.319153070449829,0.6135922074317932
contrast+tonnetz+spectral_flux+onset,1.3796181678771973,0.5650485157966614
contrast+tonnetz+spectral_flux+tempo,1.336156129837036,0.606796145439148
contrast+tonnetz+onset+tempo,1.2973158359527588,0.6097087264060974
contrast+tempogram+rms+spectral_flux,1.252942681312561,0.6485437154769897
contrast+tempogram+rms+onset,1.276004195213318,0.6660194396972656
contrast+tempogram+rms+tempo,1.2885751724243164,0.655339777469635
contrast+tempogram+spectral_flux+onset,1.2614531517028809,0.6563106775283813
contrast+tempogram+spectral_flux+tempo,1.295724391937256,0.6611650586128235
contrast+tempogram+onset+tempo,1.3031357526779177,0.6310679316520691
contrast+rms+spectral_flux+onset,1.4454480409622192,0.5271844863891602
contrast+rms+spectral_flux+tempo,1.393265962600708,0.5776699185371399
contrast+rms+onset+tempo,1.328843593597412,0.6087378859519958
contrast+spectral_flux+onset+tempo,1.3503086566925049,0.6000000238418579
tonnetz+tempogram+rms+spectral_flux,1.3083359003067017,0.6398058533668518
tonnetz+tempogram+rms+onset,1.3213340044021606,0.6368932127952576
tonnetz+tempogram+rms+tempo,1.336434006690979,0.6300970911979675
tonnetz+tempogram+spectral_flux+onset,1.3513790369033811,0.6233009696006775
tonnetz+tempogram+spectral_flux+tempo,1.3551241159439087,0.6077669858932495
tonnetz+tempogram+onset+tempo,1.3932021856307983,0.5873786211013794
tonnetz+rms+spectral_flux+onset,1.5929582118988037,0.4563106894493103
tonnetz+rms+spectral_flux+tempo,1.5372916460037231,0.5233009457588196
tonnetz+rms+onset+tempo,1.4600952863693235,0.5582524538040161
tonnetz+spectral_flux+onset+tempo,1.4946173429489136,0.5359223484992981
tempogram+rms+spectral_flux+onset,1.4299819469451904,0.5883495211601257
tempogram+rms+spectral_flux+tempo,1.421160340309143,0.5854368805885315
tempogram+rms+onset+tempo,1.482123613357544,0.5660194158554077
tempogram+spectral_flux+onset+tempo,1.408326506614685,0.5941747426986694
rms+spectral_flux+onset+tempo,1.5870563983917236,0.5038834810256958
mfcc+chroma+mel+contrast+tonnetz,1.246517777442932,0.7174757122993469
mfcc+chroma+mel+contrast+tempogram,1.2095001935958862,0.7271844744682312
mfcc+chroma+mel+contrast+rms,1.243687868118286,0.7300971150398254
mfcc+chroma+mel+contrast+spectral_flux,1.231540322303772,0.7388349771499634
mfcc+chroma+mel+contrast+onset,1.200406551361084,0.7504854202270508
mfcc+chroma+mel+contrast+tempo,1.2300297021865845,0.737864077091217
mfcc+chroma+mel+tonnetz+tempogram,1.2271932363510132,0.7417475581169128
mfcc+chroma+mel+tonnetz+rms,1.3145166635513306,0.7029126286506653
mfcc+chroma+mel+tonnetz+spectral_flux,1.356536030769348,0.6766990423202515
mfcc+chroma+mel+tonnetz+onset,1.285359025001526,0.7058252692222595
mfcc+chroma+mel+tonnetz+tempo,1.3445969820022583,0.6873786449432373
mfcc+chroma+mel+tempogram+rms,1.2620737552642822,0.7300971150398254
mfcc+chroma+mel+tempogram+spectral_flux,1.2572848796844482,0.7145631313323975
mfcc+chroma+mel+tempogram+onset,1.2164560556411743,0.7106795907020569
mfcc+chroma+mel+tempogram+tempo,1.2710474729537964,0.6970874071121216
mfcc+chroma+mel+rms+spectral_flux,1.3890478610992432,0.6893203854560852
mfcc+chroma+mel+rms+onset,1.3020992279052734,0.7058252692222595
mfcc+chroma+mel+rms+tempo,1.393501877784729,0.6883494853973389
mfcc+chroma+mel+spectral_flux+onset,1.337411642074585,0.699999988079071
mfcc+chroma+mel+spectral_flux+tempo,1.4311341047286987,0.6650485396385193
mfcc+chroma+mel+onset+tempo,1.3761078119277954,0.6757281422615051
mfcc+chroma+contrast+tonnetz+tempogram,1.2262709140777588,0.6990291476249695
mfcc+chroma+contrast+tonnetz+rms,1.1153146028518677,0.708737850189209
mfcc+chroma+contrast+tonnetz+spectral_flux,1.120363473892212,0.7106795907020569
mfcc+chroma+contrast+tonnetz+onset,1.100930094718933,0.7184466123580933
mfcc+chroma+contrast+tonnetz+tempo,1.1442657709121704,0.7067961096763611
mfcc+chroma+contrast+tempogram+rms,1.252429485321045,0.6737864017486572
mfcc+chroma+contrast+tempogram+spectral_flux,1.2383261919021606,0.6854369044303894
mfcc+chroma+contrast+tempogram+onset,1.269331932067871,0.6669902801513672
mfcc+chroma+contrast+tempogram+tempo,1.27422297000885,0.6825242638587952
mfcc+chroma+contrast+rms+spectral_flux,1.1636444330215454,0.701941728591919
mfcc+chroma+contrast+rms+onset,1.128557205200195,0.715533971786499
mfcc+chroma+contrast+rms+tempo,1.1536146402359009,0.7223300933837891
mfcc+chroma+contrast+spectral_flux+onset,1.1214700937271118,0.708737850189209
mfcc+chroma+contrast+spectral_flux+tempo,1.131089448928833,0.724271833896637
mfcc+chroma+contrast+onset+tempo,1.1449424028396606,0.7106795907020569
mfcc+chroma+tonnetz+tempogram+rms,1.221037983894348,0.6834951639175415
